Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
ATTORNEY GENERAL,Sean Shaw,DEM,996,0,246,445,275,966,73.52
ATTORNEY GENERAL,Sean Shaw,DEM,997,-,-,-,-,102,49.51
ATTORNEY GENERAL,Sean Shaw,DEM,999,0,40,54,49,143,71.86
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,1,-,-,-,-,10,2.54
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,10,-,-,-,-,1,2.94
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,100,-,-,-,-,20,2.04
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,101,-,-,-,-,48,2.92
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,102,-,-,-,-,83,3.61
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,103,-,-,-,-,37,2.04
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,104,-,-,-,-,4,3.17
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,105,-,-,-,-,30,2.87
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,106,-,-,-,-,15,1.88
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,107,-,-,-,-,15,3.10
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,108,-,-,-,-,42,3.15
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,109,-,-,-,-,25,1.95
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,11,-,-,-,-,30,2.72
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,110,-,-,-,-,19,2.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,111,-,-,-,-,57,2.89
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,112,-,-,-,-,8,2.75
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,113,-,-,-,-,19,2.61
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,114,-,-,-,-,51,4.07
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,115,-,-,-,-,48,2.83
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,116,-,-,-,-,18,3.05
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,117,-,-,-,-,24,1.62
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,118,-,-,-,-,15,2.40
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,119,-,-,-,-,18,1.48
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,120,-,-,-,-,7,1.80
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,121,-,-,-,-,13,2.21
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,122,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,123,-,-,-,-,55,2.77
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,124,-,-,-,-,51,2.65
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,125,-,-,-,-,7,2.61
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,126,-,-,-,-,14,1.32
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,127,-,-,-,-,20,1.02
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,128,-,-,-,-,17,1.30
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,129,-,-,-,-,17,1.13
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,13,-,-,-,-,35,2.87
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,130,-,-,-,-,29,1.35
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,131,-,-,-,-,19,1.20
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,133,-,-,-,-,23,2.40
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,134,-,-,-,-,16,1.33
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,135,-,-,-,-,20,1.35
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,136,-,-,-,-,28,1.60
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,137,-,-,-,-,2,0.86
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,138,-,-,-,-,15,1.46
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,139,-,-,-,-,9,1.31
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,14,-,-,-,-,38,2.42
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,140,-,-,-,-,24,1.47
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,141,-,-,-,-,17,1.60
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,142,-,-,-,-,30,1.59
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,143,-,-,-,-,29,1.61
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,144,-,-,-,-,6,3.85
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,145,-,-,-,-,3,0.90
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,146,-,-,-,-,47,2.64
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,148,-,-,-,-,31,2.02
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,149,-,-,-,-,39,2.72
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,15,-,-,-,-,14,2.48
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,150,-,-,-,-,4,1.02
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,151,-,-,-,-,4,1.25
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,152,-,-,-,-,14,1.32
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,153,-,-,-,-,2,3.23
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,154,-,-,-,-,16,1.64
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,155,-,-,-,-,20,1.96
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,156,-,-,-,-,24,1.92
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,157,-,-,-,-,14,1.33
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,158,-,-,-,-,4,1.59
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,159,-,-,-,-,14,1.36
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,16,-,-,-,-,17,1.95
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,160,-,-,-,-,6,0.93
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,161,-,-,-,-,8,0.96
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,162,-,-,-,-,7,0.93
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,163,-,-,-,-,5,0.70
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,164,-,-,-,-,18,1.89
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,165,-,-,-,-,1,0.60
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,166,-,-,-,-,3,1.42
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,167,-,-,-,-,4,1.35
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,168,-,-,-,-,39,2.66
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,169,-,-,-,-,4,1.44
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,17,-,-,-,-,34,2.37
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,170,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,171,-,-,-,-,3,4.55
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,172,-,-,-,-,3,2.54
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,173,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,174,-,-,-,-,1,1.03
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,175,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,176,-,-,-,-,4,1.69
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,177,-,-,-,-,16,1.50
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,178,-,-,-,-,3,0.52
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,179,-,-,-,-,9,2.14
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,18,-,-,-,-,39,2.95
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,181,-,-,-,-,4,2.44
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,182,-,-,-,-,7,1.16
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,184,-,-,-,-,40,2.41
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,187,-,-,-,-,2,1.20
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,19,-,-,-,-,9,1.97
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,191,-,-,-,-,6,1.01
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,196,-,-,-,-,16,0.89
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,198,-,-,-,-,11,1.49
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,199,-,-,-,-,7,1.22
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,2,-,-,-,-,13,1.75
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,20,-,-,-,-,21,1.99
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,200,-,-,-,-,31,2.40
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,201,-,-,-,-,21,2.49
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,202,-,-,-,-,7,0.63
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,203,-,-,-,-,12,0.70
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,205,-,-,-,-,12,1.03
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,206,-,-,-,-,14,0.88
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,207,-,-,-,-,28,1.50
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,208,-,-,-,-,29,1.77
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,209,-,-,-,-,16,0.81
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,210,-,-,-,-,18,1.70
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,212,-,-,-,-,16,1.22
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,213,-,-,-,-,9,0.53
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,214,-,-,-,-,8,0.44
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,215,-,-,-,-,14,0.89
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,216,-,-,-,-,13,0.71
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,217,-,-,-,-,10,0.70
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,218,-,-,-,-,9,1.03
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,219,-,-,-,-,4,0.59
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,221,-,-,-,-,11,0.72
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,222,-,-,-,-,7,0.43
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,223,-,-,-,-,8,0.59
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,224,-,-,-,-,10,0.92
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,225,-,-,-,-,19,1.25
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,226,-,-,-,-,8,0.76
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,227,-,-,-,-,15,1.14
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,228,-,-,-,-,12,0.76
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,229,-,-,-,-,23,1.95
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,23,-,-,-,-,29,1.55
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,230,-,-,-,-,20,1.48
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,231,-,-,-,-,20,1.88
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,232,-,-,-,-,21,1.92
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,233,-,-,-,-,22,2.01
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,234,-,-,-,-,4,0.88
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,235,-,-,-,-,5,1.48
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,236,-,-,-,-,14,1.75
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,237,-,-,-,-,8,1.13
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,238,-,-,-,-,3,0.44
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,239,-,-,-,-,23,1.34
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,24,-,-,-,-,21,1.78
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,240,-,-,-,-,23,1.45
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,241,-,-,-,-,25,1.83
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,242,-,-,-,-,15,0.97
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,243,-,-,-,-,13,2.62
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,244,-,-,-,-,21,1.64
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,245,-,-,-,-,11,1.25
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,246,-,-,-,-,22,1.99
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,247,-,-,-,-,11,1.75
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,248,-,-,-,-,20,1.59
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,249,-,-,-,-,11,0.95
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,25,-,-,-,-,21,2.15
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,250,-,-,-,-,17,1.26
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,251,-,-,-,-,25,1.67
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,253,-,-,-,-,11,1.38
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,254,-,-,-,-,5,0.47
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,256,-,-,-,-,15,1.08
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,257,-,-,-,-,19,1.81
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,258,-,-,-,-,4,0.70
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,259,-,-,-,-,11,1.39
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,260,-,-,-,-,4,0.92
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,261,-,-,-,-,13,1.22
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,262,-,-,-,-,15,1.64
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,264,-,-,-,-,12,1.84
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,265,-,-,-,-,2,4.65
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,266,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,267,-,-,-,-,11,1.60
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,269,-,-,-,-,9,1.03
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,270,-,-,-,-,11,0.80
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,272,-,-,-,-,16,1.52
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,274,-,-,-,-,13,1.69
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,275,-,-,-,-,4,1.98
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,276,-,-,-,-,9,1.05
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,278,-,-,-,-,6,10.17
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,28,-,-,-,-,20,2.12
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,280,-,-,-,-,8,1.36
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,281,-,-,-,-,3,3.19
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,282,-,-,-,-,22,1.62
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,284,-,-,-,-,23,4.34
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,285,-,-,-,-,1,1.19
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,288,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,289,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,29,-,-,-,-,16,1.61
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,291,-,-,-,-,16,1.23
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,295,-,-,-,-,19,0.95
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,296,-,-,-,-,19,1.46
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,297,-,-,-,-,42,3.07
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,298,-,-,-,-,42,3.04
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,299,-,-,-,-,28,3.41
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,3,-,-,-,-,47,3.65
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,30,-,-,-,-,21,0.99
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,300,-,-,-,-,50,2.61
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,301,-,-,-,-,27,2.78
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,302,-,-,-,-,18,1.78
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,303,-,-,-,-,39,2.06
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,304,-,-,-,-,42,2.79
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,305,-,-,-,-,34,1.85
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,306,-,-,-,-,24,1.91
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,307,-,-,-,-,29,1.91
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,308,-,-,-,-,17,1.87
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,309,-,-,-,-,27,2.02
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,31,-,-,-,-,26,3.29
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,310,-,-,-,-,23,1.90
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,311,-,-,-,-,43,2.73
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,312,-,-,-,-,15,1.49
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,314,-,-,-,-,5,4.85
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,315,-,-,-,-,27,2.50
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,316,-,-,-,-,15,1.65
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,317,-,-,-,-,19,2.32
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,318,-,-,-,-,31,1.91
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,319,-,-,-,-,14,1.90
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,32,-,-,-,-,35,2.41
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,320,-,-,-,-,37,2.50
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,321,-,-,-,-,46,2.70
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,322,-,-,-,-,33,3.15
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,323,-,-,-,-,26,2.72
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,324,-,-,-,-,12,1.48
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,325,-,-,-,-,13,1.96
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,326,-,-,-,-,12,1.88
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,327,-,-,-,-,32,2.79
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,328,-,-,-,-,36,2.49
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,329,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,33,-,-,-,-,21,1.99
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,330,-,-,-,-,21,1.34
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,331,-,-,-,-,33,2.16
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,332,-,-,-,-,22,2.48
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,333,-,-,-,-,18,2.50
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,334,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,335,-,-,-,-,30,3.94
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,336,-,-,-,-,6,1.67
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,337,-,-,-,-,39,2.70
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,338,-,-,-,-,13,2.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,339,-,-,-,-,34,2.22
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,340,-,-,-,-,54,2.79
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,341,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,342,-,-,-,-,22,2.50
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,343,-,-,-,-,43,2.65
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,344,-,-,-,-,33,2.39
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,345,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,346,-,-,-,-,31,2.46
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,347,-,-,-,-,29,3.60
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,348,-,-,-,-,14,3.92
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,349,-,-,-,-,30,2.79
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,350,-,-,-,-,13,1.37
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,351,-,-,-,-,34,1.75
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,352,-,-,-,-,33,1.46
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,353,-,-,-,-,32,2.34
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,354,-,-,-,-,13,2.01
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,355,-,-,-,-,29,1.57
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,356,-,-,-,-,11,1.83
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,357,-,-,-,-,28,3.05
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,358,-,-,-,-,15,1.75
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,359,-,-,-,-,28,2.94
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,36,-,-,-,-,33,1.82
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,360,-,-,-,-,55,2.81
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,362,-,-,-,-,18,1.90
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,363,-,-,-,-,61,2.91
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,364,-,-,-,-,40,2.08
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,365,-,-,-,-,28,1.69
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,366,-,-,-,-,49,2.96
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,367,-,-,-,-,38,2.79
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,368,-,-,-,-,29,1.67
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,369,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,37,-,-,-,-,5,0.98
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,370,-,-,-,-,33,2.74
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,371,-,-,-,-,51,2.21
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,372,-,-,-,-,18,2.69
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,373,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,374,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,375,-,-,-,-,15,2.81
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,376,-,-,-,-,36,1.66
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,377,-,-,-,-,33,2.27
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,378,-,-,-,-,12,2.48
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,379,-,-,-,-,31,2.41
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,38,-,-,-,-,5,1.79
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,381,-,-,-,-,26,3.32
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,382,-,-,-,-,30,3.69
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,383,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,384,-,-,-,-,30,2.23
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,385,-,-,-,-,44,2.07
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,386,-,-,-,-,39,3.78
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,387,-,-,-,-,19,2.12
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,388,-,-,-,-,36,2.10
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,389,-,-,-,-,26,1.38
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,390,-,-,-,-,45,2.07
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,391,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,392,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,394,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,395,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,396,-,-,-,-,35,2.82
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,398,-,-,-,-,9,1.51
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,399,-,-,-,-,12,2.09
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,4,-,-,-,-,26,2.42
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,40,-,-,-,-,26,2.39
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,400,0,0,0,0,0,0.00
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,401,-,-,-,-,29,3.49
ATTORNEY GENERAL,Jeffrey Marc Siskind,NPA,402,-,-,-,-,28,1.63
